HOMO,r2,r3,a3,r4,a4,d4,r5,a5,d5,r6,a6,d6,r7,a7,d7,r8,a8,d8,r9,a9,d9,r10,a10,d10,r11,a11,d11,r12,a12,d12,r13,a13,d13,r14,a14,d14,r15,a15,d15,r16,a16,d16,r17,a17,d17,r18,a18,d18,r19,a19,d19,r20,a20,d20,r21,a21,d21,r22,a22,d22,r23,a23,d23,r24,a24,d24,r25,a25,d25,r26,a26,d26,r27,a27,d27,r28,a28,d28,r29,a29,d29,r30,a30,d30,r31,a31,d31,r32,a32,d32,r33,a33,d33,r34,a34,d34,r35,a35,d35,r36,a36,d36,r37,a37,d37,r38,a38,d38,r39,a39,d39,r40,a40,d40,r41,a41,d41,r42,a42,d42,r43,a43,d43,r44,a44,d44,r45,a45,d45,r46,a46,d46,r47,a47,d47,r48,a48,d48,r49,a49,d49
-0.1656,1.5337,1.5927,111.47,1.5283,106.34,62.87,1.5347,115.13,314.05,1.3658,124.25,15.94,1.4321,125.31,182.82,1.4012,128.35,320.28,1.386,127.73,180.05,1.4549,118.06,187.32,1.3031,123.35,193.22,1.5727,122.69,174.81,1.3689,121.27,256.71,1.4289,117.84,171.06,1.3746,129.0,187.0,1.5418,104.56,191.38,1.5714,111.11,73.75,1.5435,111.62,203.97,1.4605,126.12,5.74,1.5544,126.17,8.28,1.1028,110.34,120.71,1.1244,105.2,234.06,1.1114,116.69,184.14,1.1053,108.76,304.27,1.1263,111.07,192.97,1.1124,111.72,75.48,1.0492,116.48,144.66,1.0699,118.2,359.65,1.0951,117.92,351.69,1.0657,119.57,11.31,1.1083,117.53,54.9,1.088,117.86,0.69,1.0944,111.72,300.57,1.0858,112.1,179.35,1.0991,111.28,59.75,1.1099,114.29,292.74,1.1113,111.43,171.94,1.1118,108.54,56.65,1.0834,111.98,47.48,1.1114,108.83,293.87,1.0998,114.45,176.8,1.0911,109.53,1.8,1.093,110.66,242.02,1.1082,111.49,124.86,1.1483,109.79,348.32,1.1276,110.07,229.56,1.1147,115.07,111.5,1.1105,119.22,4.85,1.2993,118.03,189.63
-0.1651,1.5661,1.491,115.31,1.4861,108.87,61.44,1.5772,114.48,313.46,1.373,121.63,18.79,1.4743,125.58,183.45,1.4214,126.07,322.44,1.3967,129.42,185.41,1.5039,119.42,176.16,1.3284,121.73,174.44,1.5679,116.63,178.93,1.3513,127.2,280.58,1.4332,120.96,184.37,1.4118,125.88,183.15,1.5215,108.6,193.48,1.6028,108.51,78.48,1.5373,111.79,203.91,1.4762,123.74,352.36,1.5373,124.68,349.0,1.0725,102.5,122.61,1.123,108.48,233.45,1.117,107.45,181.19,1.0991,111.65,300.28,1.1106,114.28,192.19,1.111,110.34,73.09,1.094,118.23,151.11,1.0863,119.06,7.29,1.0758,115.78,357.02,1.1242,116.18,332.82,1.1078,117.13,119.09,1.0801,119.7,352.6,1.1112,110.21,298.16,1.1217,111.56,181.0,1.0694,115.4,62.23,1.1105,105.2,292.29,1.0935,112.42,176.08,1.0752,113.38,48.42,1.1141,105.03,46.64,1.0992,115.36,294.66,1.0762,115.72,169.73,1.1179,114.99,10.5,1.1281,114.34,242.71,1.09,110.82,129.2,1.1047,109.9,12.53,1.1175,109.66,249.76,1.0785,113.4,134.37,1.0897,124.65,339.92,1.2904,116.5,174.64
-0.1739,1.518,1.593,112.75,1.5585,107.3,62.98,1.6008,111.07,310.66,1.3742,124.03,25.17,1.4185,121.89,180.08,1.3978,129.2,317.08,1.3978,128.23,189.18,1.4269,117.16,173.4,1.3278,123.66,170.43,1.531,123.3,183.36,1.3682,124.81,281.79,1.4345,120.18,177.26,1.3991,126.53,178.24,1.5193,106.62,192.67,1.5792,107.57,75.07,1.5176,109.69,202.59,1.505,127.59,351.9,1.5481,125.57,348.47,1.1279,113.69,122.43,1.1248,107.41,239.0,1.0939,112.56,187.54,1.1152,112.17,309.18,1.0939,112.64,193.95,1.1097,107.92,78.12,1.0966,112.0,131.61,1.0636,118.16,359.79,1.0737,115.47,4.6,1.0888,116.34,331.75,1.1201,115.3,130.03,1.0821,120.26,350.88,1.1124,108.72,303.42,1.0887,105.94,184.65,1.0986,112.27,67.66,1.1003,104.77,295.37,1.092,110.14,180.22,1.1167,110.21,52.81,1.1157,109.81,43.52,1.1121,111.16,289.12,1.1036,114.31,170.81,1.1045,106.3,2.22,1.095,103.72,250.62,1.128,119.4,133.4,1.1148,112.19,3.11,1.1214,115.9,234.37,1.1068,105.66,121.15,1.0769,120.12,352.63,1.296,117.63,178.48
-0.1718,1.5498,1.4972,114.5,1.5524,108.36,62.09,1.565,113.63,313.1,1.37,120.97,21.64,1.4349,123.24,175.57,1.3931,127.86,323.56,1.3967,127.5,182.36,1.4614,122.64,179.86,1.3331,127.72,180.5,1.5232,118.98,176.21,1.3421,123.26,262.87,1.4369,117.56,172.61,1.4199,124.38,179.28,1.5524,103.39,191.46,1.5079,109.43,73.61,1.539,111.31,195.62,1.5229,123.53,350.16,1.6065,126.65,6.76,1.1073,108.91,124.27,1.1372,106.78,236.29,1.0952,113.94,180.97,1.123,110.05,302.96,1.1351,109.76,189.55,1.0896,110.51,77.49,1.0786,118.15,144.89,1.0706,118.26,353.76,1.0865,116.74,352.9,1.1134,116.64,36.31,1.126,117.2,51.06,1.0956,117.94,8.05,1.1114,110.24,312.47,1.1061,116.44,186.97,1.119,104.4,65.93,1.1042,109.21,288.28,1.0902,110.07,172.83,1.1118,114.1,52.45,1.0855,104.89,44.04,1.1027,116.49,289.89,1.096,113.53,164.57,1.1028,114.27,5.58,1.1071,110.32,236.98,1.1059,106.0,123.02,1.1107,115.3,0.06,1.0754,113.01,237.39,1.1001,107.32,122.31,1.0306,119.3,0.73,1.2962,120.43,187.4
-0.1706,1.5178,1.5554,112.61,1.5516,108.03,62.55,1.5894,113.55,313.01,1.3655,121.1,18.63,1.4801,122.62,177.64,1.4069,130.4,331.59,1.4171,128.03,182.68,1.4438,120.11,167.04,1.3348,123.17,170.78,1.5162,115.02,182.03,1.3801,128.08,279.29,1.412,119.82,183.09,1.4013,129.38,178.06,1.5334,104.75,192.31,1.552,107.67,76.23,1.4892,112.65,199.93,1.5174,123.54,347.23,1.5199,125.93,356.15,1.119,110.06,119.1,1.0878,114.15,240.23,1.1132,104.23,179.55,1.1131,111.93,295.31,1.0962,115.38,188.59,1.1064,105.36,77.72,1.0658,117.9,151.23,1.0848,118.73,346.18,1.0907,117.57,358.48,1.1143,121.34,336.41,1.127,113.25,125.72,1.079,117.61,354.34,1.0852,107.9,313.0,1.1271,112.69,190.46,1.0862,111.46,71.16,1.1172,113.05,298.38,1.0874,111.45,176.18,1.1046,106.75,58.82,1.1026,107.51,43.81,1.1101,112.97,291.89,1.0949,114.64,170.1,1.1035,110.52,8.04,1.1284,109.3,246.27,1.1312,110.89,126.25,1.1262,107.72,5.05,1.1161,115.64,243.83,1.1164,110.51,122.66,1.074,119.29,354.95,1.2927,120.02,178.18
-0.1686,1.5662,1.488,111.02,1.5231,109.76,66.34,1.5441,112.86,312.57,1.3683,122.8,15.97,1.4487,123.97,185.95,1.4228,126.03,317.41,1.409,130.28,185.64,1.473,122.5,173.46,1.3264,126.58,171.41,1.5466,121.45,182.07,1.3427,127.05,287.98,1.4055,117.08,177.97,1.4164,125.79,173.59,1.5433,107.06,192.47,1.5526,111.6,74.28,1.5283,112.76,205.43,1.5124,123.37,0.12,1.5583,124.56,345.66,1.114,103.57,124.25,1.0978,109.91,236.37,1.1141,113.53,188.27,1.1295,106.35,303.89,1.0742,114.27,188.83,1.1135,104.66,70.95,1.0705,114.05,146.46,1.1137,118.61,358.15,1.1016,117.26,351.09,1.0775,121.01,340.45,1.1223,112.63,131.95,1.0807,114.73,352.22,1.0913,110.38,296.12,1.0909,111.97,177.28,1.1019,110.87,55.69,1.1154,117.7,288.6,1.0868,107.96,165.98,1.0738,106.63,51.75,1.1305,107.83,51.16,1.0938,116.02,293.85,1.0868,109.12,171.02,1.0929,111.81,1.7,1.1002,112.42,242.46,1.1038,114.35,123.68,1.1172,106.03,8.11,1.1162,115.46,248.37,1.1063,114.45,124.46,1.0888,115.98,353.26,1.308,118.88,175.4
-0.1681,1.5592,1.5042,113.74,1.5264,107.08,63.39,1.5862,114.4,311.36,1.3894,120.62,19.95,1.4485,123.67,184.32,1.4051,125.49,321.1,1.3673,129.01,186.29,1.4482,121.64,177.54,1.3227,127.71,179.82,1.5623,124.58,176.22,1.3262,123.93,279.91,1.4096,118.71,178.26,1.3648,128.37,173.73,1.5598,108.04,189.17,1.5663,108.33,73.44,1.5409,110.0,203.05,1.4947,125.43,350.84,1.5637,125.19,340.5,1.1137,104.2,122.44,1.107,101.86,233.1,1.0669,114.53,182.55,1.0955,108.41,302.02,1.0501,109.16,186.14,1.0813,108.63,74.6,1.058,118.63,156.63,1.0809,116.4,0.89,1.0902,116.68,352.11,1.0943,117.94,321.84,1.0856,116.97,118.03,1.0975,116.29,334.74,1.1189,110.77,305.25,1.0987,109.71,179.21,1.1188,108.89,65.74,1.0901,111.32,293.74,1.0955,107.03,175.18,1.0958,111.36,57.23,1.1088,104.52,44.0,1.1093,108.19,296.41,1.1103,121.05,172.13,1.1128,109.45,10.64,1.1191,115.16,245.23,1.0795,106.24,128.2,1.084,106.93,17.9,1.1403,112.48,254.39,1.0919,111.78,138.0,1.0647,117.39,2.77,1.3103,120.97,175.92
-0.1644,1.5229,1.6052,112.36,1.5352,107.14,60.6,1.5722,114.71,311.93,1.3463,122.63,22.64,1.4755,124.15,181.49,1.4199,127.57,316.83,1.3689,128.92,184.77,1.4587,120.84,180.06,1.3025,123.67,182.36,1.5444,117.41,177.19,1.3222,126.69,270.45,1.4295,118.29,181.43,1.373,125.23,183.91,1.5362,107.33,192.81,1.5499,105.56,76.92,1.4642,110.23,201.32,1.4909,125.6,358.55,1.5593,125.41,356.49,1.1036,114.09,123.49,1.09,104.92,241.73,1.0818,112.07,184.62,1.1305,110.0,302.03,1.096,118.72,186.54,1.056,105.99,69.13,1.0908,112.78,144.85,1.0695,117.42,0.43,1.088,116.61,350.37,1.1075,115.59,321.89,1.1102,115.75,108.85,1.0908,120.54,341.98,1.1393,112.15,309.68,1.1306,115.76,183.53,1.1655,111.51,64.11,1.0966,109.63,290.7,1.0913,111.37,170.47,1.0873,113.57,49.97,1.132,107.56,47.79,1.0893,111.21,294.66,1.0957,116.84,174.02,1.0898,106.52,1.36,1.0722,117.02,237.34,1.1049,109.75,116.49,1.1212,109.66,5.08,1.1136,116.53,238.98,1.0974,109.08,122.39,1.0964,120.74,351.05,1.2944,121.34,173.72
-0.1758,1.539,1.4908,115.04,1.5404,108.15,59.73,1.553,115.38,317.27,1.3673,123.5,12.07,1.4349,125.41,186.21,1.4047,123.08,317.8,1.444,126.19,184.44,1.4332,119.77,177.17,1.3793,123.04,172.36,1.516,117.34,185.17,1.3829,121.64,280.98,1.4683,116.0,184.69,1.4049,128.45,173.69,1.5297,105.2,192.73,1.549,107.91,74.42,1.4945,108.54,201.65,1.5381,123.54,4.72,1.561,129.62,354.92,1.1047,106.25,120.54,1.1054,109.79,235.93,1.1004,108.16,181.26,1.0972,110.82,295.43,1.1145,114.76,192.21,1.1117,108.19,78.38,1.0661,116.83,152.53,1.0833,117.65,356.87,1.077,116.46,17.06,1.1283,119.1,335.64,1.1281,119.12,133.53,1.0994,119.56,356.4,1.0962,113.73,299.17,1.1164,111.36,174.8,1.0983,107.77,58.41,1.1194,114.5,293.74,1.1024,111.95,172.24,1.111,109.17,53.73,1.1151,111.02,47.55,1.1133,110.32,290.93,1.1011,106.55,174.71,1.1089,105.84,353.18,1.1273,113.56,236.95,1.0913,117.83,113.56,1.0616,114.17,354.91,1.0975,107.36,237.48,1.1153,114.06,120.48,1.0922,116.84,356.87,1.3014,120.92,168.66
-0.1668,1.5717,1.5355,114.78,1.4783,104.66,63.73,1.5318,115.11,308.88,1.3665,124.76,26.27,1.4139,125.39,179.32,1.4059,128.47,318.96,1.3963,127.38,184.52,1.4797,117.47,169.68,1.3392,124.4,176.93,1.525,124.49,185.25,1.3292,123.59,285.65,1.4276,115.29,175.28,1.408,124.49,171.21,1.473,107.38,191.12,1.5502,109.4,69.9,1.5533,110.6,204.64,1.497,126.12,355.83,1.5294,126.78,339.98,1.0962,106.57,128.89,1.1485,110.27,240.73,1.0812,109.46,181.39,1.1261,116.65,301.78,1.098,111.54,192.34,1.0957,107.44,77.57,1.082,116.81,154.46,1.0737,118.06,350.52,1.0648,114.43,11.2,1.1277,117.03,335.79,1.1094,119.62,114.56,1.0894,120.18,349.11,1.1382,113.73,298.71,1.0996,112.87,170.71,1.123,108.8,55.96,1.1507,112.98,300.29,1.1053,109.28,182.84,1.0913,110.8,62.52,1.0856,109.16,46.4,1.107,113.51,295.28,1.0903,116.21,175.17,1.092,118.0,7.77,1.142,107.31,243.1,1.0928,109.74,132.59,1.1041,110.11,2.2,1.0986,112.91,239.08,1.1103,110.06,119.6,1.1072,120.42,4.03,1.2945,120.06,176.73
-0.1746,1.525,1.5842,112.31,1.5221,108.41,64.72,1.5535,112.1,310.88,1.388,124.44,23.57,1.4711,128.7,179.19,1.4,127.32,327.36,1.4289,129.02,181.12,1.4425,118.86,165.96,1.3236,123.19,175.36,1.5103,118.89,184.5,1.3422,126.81,280.53,1.4002,121.13,179.61,1.3599,128.59,173.96,1.5679,105.35,194.11,1.5987,107.8,74.55,1.5308,112.74,201.1,1.5209,124.0,353.4,1.5307,123.78,348.74,1.0991,111.0,123.87,1.1305,110.39,241.75,1.1118,109.0,186.85,1.0894,113.58,307.78,1.1112,107.67,194.37,1.0978,114.34,75.98,1.0847,115.28,140.41,1.0885,113.07,341.08,1.0735,115.05,10.64,1.1132,125.26,349.95,1.1318,110.04,137.95,1.0848,118.57,355.79,1.1073,105.72,301.18,1.0862,113.19,182.63,1.1069,109.69,59.37,1.1207,112.0,293.83,1.127,114.86,171.3,1.1013,111.1,50.57,1.1032,111.51,51.78,1.0986,118.41,288.62,1.099,104.46,172.45,1.1339,108.64,5.2,1.1052,114.14,247.82,1.093,116.05,124.7,1.0912,103.01,5.12,1.0965,111.59,246.98,1.1103,114.8,126.79,1.1141,116.09,4.33,1.3133,120.46,179.84
-0.1712,1.5501,1.5406,109.5,1.5145,108.56,59.7,1.4754,119.32,310.59,1.3365,118.41,17.04,1.4568,124.53,175.73,1.4014,131.29,334.62,1.3731,128.94,175.29,1.4498,117.84,172.29,1.3212,127.31,175.94,1.5418,120.96,182.06,1.3601,123.52,277.05,1.4141,115.0,184.41,1.3729,127.22,182.13,1.5119,107.9,195.08,1.5654,107.68,76.66,1.4982,114.17,202.56,1.4846,126.45,354.52,1.5344,125.3,353.01,1.1141,106.98,117.89,1.1109,112.41,233.66,1.1076,109.87,178.28,1.1075,113.25,297.42,1.1088,112.23,186.23,1.1149,105.59,75.46,1.0776,113.36,154.24,1.078,116.94,350.4,1.0807,116.17,0.05,1.1079,114.87,327.18,1.0987,112.68,129.92,1.081,115.3,352.05,1.1125,105.68,311.96,1.099,120.81,187.25,1.1096,105.85,63.63,1.1048,112.07,287.09,1.1057,110.86,165.71,1.1136,110.49,46.62,1.1121,109.58,45.59,1.1154,108.04,293.92,1.0988,114.92,175.22,1.1033,110.65,356.39,1.1187,110.71,237.87,1.1019,115.77,120.19,1.0946,111.24,1.99,1.1078,114.95,235.0,1.118,106.87,120.0,1.0732,114.02,357.81,1.3,125.31,170.54
-0.1706,1.5203,1.5457,114.12,1.5308,108.19,60.19,1.582,115.23,315.41,1.3566,122.09,19.7,1.4557,127.39,175.77,1.3952,126.81,329.09,1.3451,127.2,178.62,1.4566,120.66,171.9,1.3345,124.64,176.5,1.5371,118.82,181.08,1.3156,125.22,280.28,1.4551,117.1,177.9,1.4289,126.03,171.49,1.52,105.53,194.28,1.571,111.67,75.81,1.4953,109.49,197.34,1.5346,123.88,351.76,1.6084,127.28,349.42,1.1241,107.13,120.98,1.1194,108.79,235.27,1.1209,109.62,179.31,1.1221,110.5,295.43,1.1188,115.33,187.74,1.1125,104.64,75.15,1.0807,115.22,140.56,1.0853,115.97,350.57,1.087,118.6,4.3,1.1107,120.19,321.46,1.1093,115.62,124.81,1.0858,120.94,358.47,1.1095,109.44,302.67,1.1076,112.71,182.53,1.1113,111.84,61.83,1.1079,108.44,292.05,1.1103,110.66,175.59,1.1086,115.29,52.88,1.1037,105.92,42.98,1.1179,110.57,293.22,1.1025,118.48,171.1,1.0944,118.84,358.95,1.111,105.95,235.56,1.1141,111.48,126.1,1.105,111.49,8.72,1.1105,111.82,245.11,1.1054,107.68,129.64,1.0723,117.33,350.78,1.3113,123.25,173.95
-0.1677,1.5103,1.5916,110.87,1.5417,107.3,64.48,1.5254,112.87,312.1,1.3565,122.99,19.28,1.4675,123.04,178.45,1.4335,135.21,326.37,1.3855,133.3,181.36,1.4618,118.04,183.85,1.3171,122.1,186.0,1.5401,117.78,167.14,1.3675,126.17,260.63,1.4251,116.54,178.44,1.4137,127.75,183.16,1.5293,105.24,193.76,1.5604,108.68,73.73,1.5726,112.83,203.6,1.5202,124.62,354.46,1.5465,127.43,12.02,1.1062,112.32,125.87,1.1107,103.56,239.71,1.1053,110.31,191.24,1.1022,109.9,308.21,1.1132,115.11,188.47,1.1081,110.31,71.44,1.0833,110.04,150.0,1.0896,115.88,359.12,1.0769,119.11,345.83,1.0746,119.86,17.51,1.0975,115.39,59.79,1.081,116.13,6.22,1.1073,112.73,308.93,1.1072,114.64,183.16,1.1084,105.35,66.11,1.1096,116.33,280.03,1.1034,106.53,158.87,1.1152,109.69,44.02,1.1051,110.53,46.18,1.1092,111.59,290.26,1.1023,111.9,172.6,1.099,108.69,16.36,1.1108,114.67,254.05,1.1119,110.5,134.95,1.1026,108.73,352.52,1.1076,110.95,232.17,1.1066,113.36,113.84,1.0875,117.49,10.55,1.2934,121.81,183.7
-0.1694,1.5228,1.5654,112.7,1.5296,106.1,60.22,1.5749,116.57,311.43,1.365,120.89,21.38,1.4171,125.57,177.71,1.3957,127.52,326.91,1.3776,126.79,183.49,1.482,119.01,173.06,1.3339,126.12,171.9,1.5574,120.71,182.08,1.3828,122.53,280.87,1.4128,114.96,179.75,1.38,126.02,171.58,1.57,103.98,193.6,1.544,109.73,76.19,1.5373,110.58,204.55,1.5465,126.88,351.86,1.5708,126.38,348.56,1.1127,106.91,121.06,1.1106,107.18,235.0,1.109,113.86,177.18,1.1113,114.31,300.13,1.1072,113.63,184.76,1.1252,106.4,72.61,1.077,116.43,145.96,1.092,117.28,0.5,1.0896,118.25,351.17,1.0992,118.05,330.62,1.1096,114.57,132.1,1.1006,117.11,354.43,1.1064,110.26,308.15,1.1098,109.37,188.62,1.1082,112.86,69.22,1.1107,115.43,303.26,1.107,111.09,177.77,1.1116,105.84,62.2,1.1026,109.44,43.6,1.1026,115.05,286.84,1.1031,111.77,167.76,1.0972,114.01,0.37,1.1121,112.36,235.82,1.1133,109.38,121.29,1.099,108.93,4.58,1.1141,110.7,244.47,1.1151,113.25,127.07,1.0752,118.23,354.9,1.2891,120.29,176.43
-0.1675,1.5557,1.5487,113.1,1.5633,110.2,64.96,1.5477,109.54,311.52,1.3695,124.78,19.63,1.4595,125.55,181.34,1.428,129.58,321.16,1.3862,132.87,180.46,1.4609,121.86,177.93,1.304,125.2,178.73,1.5522,120.11,179.94,1.3283,123.02,275.33,1.4107,116.69,177.94,1.3691,128.08,178.82,1.5295,106.44,192.29,1.6208,109.29,71.65,1.542,108.62,201.76,1.4843,121.19,359.07,1.4955,128.85,357.93,1.1232,108.66,121.42,1.1171,109.78,237.41,1.1115,109.62,183.52,1.109,109.53,299.11,1.1098,115.82,192.45,1.1075,107.53,76.57,1.0754,112.0,132.5,1.0846,114.23,349.44,1.0848,116.7,9.08,1.0897,118.81,334.02,1.1033,115.13,124.45,1.0951,115.89,0.3,1.1141,105.71,305.34,1.1128,113.16,187.02,1.1115,113.65,62.51,1.1033,111.9,296.24,1.1008,113.14,172.3,1.1018,106.48,55.02,1.1086,105.59,43.99,1.1195,112.62,294.09,1.0972,118.04,169.79,1.1066,109.03,4.74,1.1141,110.48,245.71,1.111,114.82,127.38,1.1014,110.47,355.9,1.1079,113.44,232.07,1.1151,108.6,116.13,1.0699,118.54,4.81,1.31,121.29,179.72
-0.1672,1.5527,1.5384,117.46,1.5321,103.41,59.27,1.5129,119.39,312.34,1.3777,121.96,24.81,1.4247,125.98,176.74,1.4179,127.18,318.91,1.3719,127.94,182.86,1.4629,121.67,175.9,1.2995,123.54,173.23,1.5611,116.5,178.81,1.3223,128.68,282.52,1.4242,119.3,179.59,1.3606,127.18,176.74,1.5524,109.1,191.42,1.5317,106.59,73.8,1.5065,110.88,196.85,1.5205,125.8,356.22,1.5251,125.03,354.03,1.1093,105.49,125.22,1.1135,105.73,236.83,1.1072,110.84,184.38,1.1094,109.96,301.63,1.1157,112.8,185.06,1.123,106.99,73.22,1.0817,114.99,150.24,1.0751,116.44,350.69,1.0765,117.67,1.13,1.0861,117.8,334.25,1.0947,115.75,124.39,1.0811,118.82,351.44,1.1115,108.04,299.47,1.1074,109.96,182.76,1.118,114.3,60.0,1.1083,115.33,297.23,1.1082,105.31,180.37,1.1057,113.33,64.78,1.1116,111.55,59.03,1.1151,116.46,297.79,1.0968,105.9,180.81,1.1071,110.2,1.17,1.1163,115.55,238.07,1.1139,108.92,118.77,1.1036,109.75,4.62,1.1119,111.82,244.36,1.1152,113.74,126.25,1.0676,114.27,352.86,1.3089,121.61,178.09
-0.1669,1.5005,1.4929,114.65,1.541,109.92,64.21,1.5429,112.83,313.05,1.3759,121.42,14.16,1.4326,125.64,180.33,1.4219,128.56,326.22,1.3937,129.76,178.02,1.4914,118.94,178.06,1.3129,123.56,176.4,1.5716,122.04,183.32,1.3391,120.79,284.76,1.4279,116.78,173.91,1.3883,127.44,171.11,1.5173,107.84,195.08,1.5395,109.13,77.9,1.5042,111.49,205.16,1.5278,125.72,4.54,1.5356,127.33,342.65,1.1193,106.78,123.4,1.1194,109.24,237.1,1.1034,112.34,193.92,1.1084,106.98,308.86,1.1167,113.6,188.63,1.1081,104.84,75.72,1.0737,114.24,149.08,1.0864,116.6,352.78,1.0844,116.14,3.58,1.0938,117.25,339.8,1.0945,115.77,127.09,1.0906,117.7,350.04,1.1116,111.87,304.02,1.106,112.96,179.88,1.1152,107.65,61.31,1.1068,113.41,294.67,1.1101,109.79,174.05,1.1116,110.0,56.16,1.1092,108.23,45.33,1.1111,110.05,293.23,1.0982,114.14,173.09,1.0997,109.24,3.64,1.111,114.99,240.78,1.1121,109.63,122.06,1.1059,109.73,6.1,1.1077,112.11,244.78,1.1075,112.26,127.23,1.0906,116.45,3.1,1.3109,121.62,177.03
-0.1704,1.5684,1.504,112.22,1.5349,108.21,63.64,1.536,113.46,311.74,1.3684,122.3,16.15,1.462,123.22,181.11,1.4046,126.06,322.7,1.4222,126.58,181.64,1.4673,119.99,176.46,1.3442,123.18,173.03,1.5493,116.98,179.62,1.3289,128.55,280.9,1.4351,116.74,181.71,1.3965,126.59,178.65,1.6238,106.69,194.56,1.5609,107.35,76.5,1.5134,110.33,204.85,1.5495,126.46,1.78,1.5267,127.02,358.32,1.1146,107.18,122.46,1.1122,107.51,236.91,1.1068,108.91,184.6,1.1054,109.6,299.82,1.123,115.82,185.79,1.1125,105.37,72.43,1.0823,117.28,142.67,1.0761,116.09,347.35,1.0787,119.33,1.7,1.0956,123.97,331.71,1.0966,113.27,134.17,1.0829,116.55,358.79,1.1153,106.26,307.86,1.1051,116.18,187.04,1.1167,109.86,62.82,1.1112,114.88,297.64,1.1102,112.71,173.65,1.1178,106.64,56.61,1.1106,110.07,53.88,1.115,111.08,297.26,1.0832,108.93,179.89,1.1016,112.53,357.4,1.1177,108.58,238.94,1.1105,114.27,123.33,1.0985,114.28,357.31,1.1121,106.37,238.38,1.1077,114.57,124.96,1.081,116.22,1.12,1.3066,120.61,170.41
-0.173,1.5149,1.6004,113.07,1.5441,104.26,62.2,1.5507,116.87,311.92,1.3689,121.96,23.43,1.4709,123.55,186.26,1.3956,126.07,314.26,1.3985,125.27,189.68,1.4301,117.74,170.34,1.343,127.2,171.61,1.5363,122.45,185.79,1.3303,125.39,281.71,1.4356,116.71,178.51,1.4021,123.05,175.42,1.5481,105.34,193.03,1.5447,109.39,75.63,1.5051,112.32,201.43,1.5039,128.92,354.97,1.5766,127.78,349.65,1.1131,106.29,117.92,1.1139,110.85,233.24,1.1077,109.24,181.84,1.1059,113.14,300.16,1.1185,116.9,184.8,1.1177,105.26,70.65,1.0767,117.72,136.18,1.0777,115.98,345.04,1.0806,113.97,7.8,1.0987,116.22,328.96,1.1115,116.4,126.08,1.0939,120.83,350.75,1.1055,107.93,308.04,1.1061,111.72,189.72,1.1022,113.73,67.7,1.1081,114.44,295.6,1.1079,106.51,176.33,1.118,111.36,60.14,1.1063,112.36,56.66,1.1105,112.88,296.13,1.082,106.21,181.14,1.1009,110.72,0.14,1.1097,113.0,239.48,1.1068,114.42,121.56,1.097,112.5,9.41,1.109,115.24,242.71,1.1095,106.28,128.07,1.0594,116.81,346.28,1.3062,120.81,178.74
-0.1716,1.5161,1.5724,111.26,1.5503,108.94,59.92,1.5677,113.25,312.53,1.363,123.82,20.59,1.4746,126.81,178.8,1.4057,125.58,329.46,1.3843,122.75,183.28,1.4366,117.39,170.19,1.34,125.04,173.26,1.5514,121.93,179.86,1.3329,124.0,280.7,1.4254,116.65,175.79,1.393,127.65,172.51,1.518,105.35,194.02,1.5267,106.75,78.26,1.5,110.54,202.0,1.5352,128.31,346.37,1.5859,128.71,351.48,1.114,110.94,125.81,1.1118,104.98,239.94,1.1136,109.44,183.46,1.1118,112.74,301.33,1.1031,113.43,196.74,1.1006,109.65,81.21,1.0726,116.64,148.11,1.0872,117.08,346.9,1.0756,114.65,4.91,1.0694,114.79,326.14,1.0969,118.16,126.7,1.0904,117.81,345.71,1.1081,106.58,306.55,1.1069,113.23,189.63,1.1056,115.0,64.68,1.1099,112.59,289.26,1.1048,110.76,168.71,1.1119,110.38,49.87,1.1049,113.26,44.55,1.1078,109.16,288.26,1.0967,110.97,172.63,1.0981,111.1,356.88,1.1103,111.07,236.68,1.1092,113.57,118.8,1.1009,115.09,11.94,1.1001,105.47,250.13,1.1091,108.03,136.91,1.0763,119.25,357.26,1.2948,120.52,178.31
-0.1685,1.5274,1.5644,113.01,1.5531,107.56,62.39,1.58,114.24,315.01,1.3565,120.58,18.51,1.4758,121.99,183.71,1.4174,127.91,325.68,1.3985,128.25,187.03,1.4547,120.94,166.0,1.3244,124.41,171.36,1.5359,120.62,181.47,1.3373,127.28,287.48,1.4305,118.01,175.32,1.3987,125.51,171.96,1.5335,104.91,193.83,1.5328,111.23,72.69,1.5291,111.27,199.51,1.5263,124.53,348.89,1.5249,126.18,343.66,1.111,106.16,117.52,1.1106,111.72,233.61,1.1143,111.62,188.67,1.1067,111.84,306.98,1.108,113.2,194.19,1.1127,111.6,77.99,1.0738,115.19,152.14,1.0807,116.22,354.76,1.0867,115.14,12.91,1.1118,118.76,336.77,1.1114,115.23,117.98,1.0995,117.15,352.62,1.1096,111.59,307.59,1.1045,114.95,183.17,1.1107,107.42,64.63,1.0972,111.42,300.72,1.1118,114.04,174.9,1.1114,105.04,57.06,1.1112,107.08,36.21,1.1129,110.44,283.74,1.0934,116.21,163.26,1.1043,111.52,6.22,1.1135,107.46,249.25,1.1064,116.56,132.24,1.1035,112.72,10.58,1.0958,117.6,236.08,1.1035,100.38,124.09,1.0777,117.24,2.2,1.297,122.09,175.65
