HOMO,r2,r3,a3,r4,a4,d4,r5,a5,d5,r6,a6,d6,r7,a7,d7,r8,a8,d8,r9,a9,d9,r10,a10,d10,r11,a11,d11,r12,a12,d12,r13,a13,d13,r14,a14,d14,r15,a15,d15,r16,a16,d16,r17,a17,d17,r18,a18,d18,r19,a19,d19,r20,a20,d20,r21,a21,d21,r22,a22,d22,r23,a23,d23,r24,a24,d24,r25,a25,d25,r26,a26,d26,r27,a27,d27,r28,a28,d28,r29,a29,d29,r30,a30,d30,r31,a31,d31,r32,a32,d32,r33,a33,d33,r34,a34,d34,r35,a35,d35,r36,a36,d36,r37,a37,d37,r38,a38,d38,r39,a39,d39,r40,a40,d40,r41,a41,d41,r42,a42,d42,r43,a43,d43,r44,a44,d44,r45,a45,d45,r46,a46,d46,r47,a47,d47,r48,a48,d48,r49,a49,d49
-0.1681,1.5095,1.5705,110.49,1.5742,108.74,65.0,1.5099,108.62,309.73,1.3529,125.5,21.13,1.554,123.36,177.92,1.3355,125.97,325.49,1.5077,126.18,180.78,1.4249,117.25,174.61,1.3874,122.1,180.47,1.4869,119.19,183.14,1.4004,122.21,271.26,1.398,117.44,179.87,1.4018,128.16,181.38,1.556,104.97,193.93,1.5419,110.34,77.26,1.5925,108.93,204.61,1.4882,124.0,358.34,1.5665,129.41,358.95,1.114,111.28,114.02,1.0806,115.08,236.98,1.0898,118.0,192.3,1.0962,103.19,302.65,1.1026,111.81,183.81,1.1139,108.73,76.82,1.1147,115.05,139.9,1.0799,119.79,356.71,1.0972,114.33,2.11,1.1263,114.54,346.77,1.1067,121.65,101.05,1.1003,119.66,350.29,1.0895,111.75,301.3,1.102,106.75,184.45,1.0736,109.81,59.75,1.0796,108.91,294.46,1.1054,107.55,181.27,1.0762,112.49,53.94,1.1424,104.84,51.65,1.1,117.31,296.93,1.0835,116.25,175.21,1.0939,111.13,1.3,1.0958,103.68,241.0,1.0914,112.73,114.99,1.0861,104.81,359.74,1.0774,112.88,237.79,1.0805,111.69,118.12,1.1323,116.15,1.37,1.2889,121.75,180.3
-0.1671,1.5071,1.5249,113.71,1.4669,109.9,63.07,1.5519,111.82,310.66,1.3834,122.76,22.14,1.5342,124.5,177.94,1.3586,127.19,321.02,1.4227,125.88,181.07,1.4216,118.37,179.44,1.4086,126.2,176.27,1.4493,121.59,178.22,1.4401,125.44,278.59,1.4023,118.41,178.4,1.4441,127.69,177.68,1.5707,109.17,192.47,1.5669,108.63,75.24,1.5448,112.79,201.41,1.4863,126.39,357.03,1.5112,126.78,355.99,1.0934,101.83,113.26,1.0796,112.58,231.08,1.099,116.75,187.3,1.1083,99.62,302.61,1.0935,110.21,190.43,1.1039,114.51,71.03,1.0954,117.26,150.33,1.0913,115.46,354.17,1.09,118.32,353.86,1.1358,119.8,349.6,1.142,119.24,105.51,1.0859,117.53,346.56,1.0786,110.32,305.47,1.0766,109.9,180.79,1.0817,106.39,66.68,1.0886,117.66,296.09,1.1035,106.33,170.12,1.1057,105.22,61.49,1.0882,113.95,50.97,1.0957,109.59,286.34,1.0824,111.96,173.13,1.0815,113.78,4.48,1.0932,112.21,232.42,1.0891,109.13,127.46,1.1139,105.18,2.1,1.0757,106.62,242.22,1.078,114.67,118.75,1.127,122.98,8.6,1.2699,117.83,177.78
-0.1578,1.5956,1.5544,110.63,1.5094,109.98,62.84,1.5477,112.76,308.86,1.378,124.83,21.9,1.4767,126.2,179.62,1.385,124.85,321.61,1.424,126.73,182.58,1.4369,119.58,174.88,1.3572,124.18,177.44,1.4445,121.31,182.36,1.422,123.4,275.6,1.4236,113.96,177.15,1.4455,123.73,181.33,1.5038,108.14,194.59,1.5858,109.25,74.83,1.5149,108.69,203.01,1.5284,122.94,358.48,1.519,127.86,354.94,1.093,109.89,114.31,1.0833,104.65,232.23,1.0788,107.69,184.17,1.0928,106.76,301.96,1.0882,115.83,187.26,1.0958,106.72,69.62,1.0918,118.76,145.65,1.087,112.47,354.14,1.1054,115.14,356.13,1.1163,124.61,356.3,1.1071,115.4,101.68,1.0988,115.05,358.88,1.0883,119.16,310.05,1.0813,112.79,184.03,1.0964,108.19,68.79,1.081,113.27,295.84,1.0792,109.59,173.12,1.0876,113.74,51.76,1.0883,114.51,55.92,1.1128,108.05,295.36,1.0898,113.35,172.85,1.081,107.45,357.99,1.1093,114.96,235.99,1.0937,105.99,110.61,1.0814,110.37,8.26,1.0814,108.43,240.92,1.0828,109.33,120.14,1.132,124.25,355.75,1.2571,119.21,180.75
-0.1677,1.5132,1.5472,111.68,1.5212,107.39,63.3,1.5576,114.96,310.62,1.3776,121.03,21.66,1.5011,122.81,177.35,1.3759,128.44,324.56,1.4259,122.45,182.35,1.4207,112.31,176.4,1.448,122.14,178.56,1.4463,119.82,180.07,1.4123,124.76,273.44,1.3868,118.58,181.76,1.4539,126.27,179.63,1.5293,106.08,192.56,1.539,108.01,76.47,1.5421,111.76,201.22,1.5231,128.73,355.34,1.5286,125.65,359.48,1.0914,111.13,119.24,1.0885,112.79,237.01,1.0813,115.34,186.19,1.0871,106.91,305.09,1.0974,114.78,184.09,1.1022,110.77,72.11,1.1104,115.39,143.14,1.0834,115.91,355.94,1.0834,118.38,354.72,1.1176,118.07,350.78,1.1369,116.63,115.13,1.0893,115.19,353.28,1.0863,115.58,308.9,1.0881,111.79,181.37,1.0869,114.46,69.25,1.0805,108.08,290.65,1.0873,110.5,174.76,1.0922,116.13,53.34,1.1094,104.98,49.64,1.0944,110.33,291.97,1.0738,112.76,176.07,1.0762,108.46,4.28,1.1218,110.33,238.11,1.0982,116.3,120.6,1.0787,110.03,357.22,1.0838,111.2,237.11,1.0789,113.17,117.89,1.1339,121.82,2.12,1.2623,120.97,174.5
-0.1632,1.5506,1.5128,108.9,1.5139,108.9,64.26,1.4567,116.68,309.43,1.4487,121.39,18.73,1.464,125.14,182.26,1.385,125.74,321.47,1.4481,124.33,183.47,1.4103,115.93,176.17,1.4437,124.05,176.72,1.4456,118.72,179.55,1.4339,126.73,275.37,1.383,118.24,181.47,1.427,126.97,178.87,1.515,105.71,192.16,1.5497,111.26,73.04,1.5159,115.46,200.95,1.5277,126.5,356.92,1.5018,125.78,357.36,1.0907,113.13,121.16,1.0877,101.43,242.43,1.1109,109.72,190.79,1.0853,111.89,307.97,1.0908,108.29,190.56,1.109,112.3,83.85,1.0959,120.98,145.02,1.0964,126.39,2.32,1.1013,112.32,6.4,1.1294,124.85,352.3,1.1267,113.27,104.74,1.0888,115.52,6.83,1.0903,105.8,298.8,1.0788,114.07,181.8,1.0776,110.17,58.85,1.0918,115.14,294.26,1.0952,115.22,175.91,1.0854,113.56,53.67,1.0961,109.01,52.59,1.1015,118.84,292.45,1.0801,112.97,159.9,1.0852,113.97,350.47,1.0942,110.56,235.4,1.0814,116.37,119.88,1.0822,107.88,2.07,1.0786,113.3,243.26,1.0935,113.74,120.01,1.1266,115.89,354.49,1.2535,119.69,178.93
-0.1662,1.5251,1.5034,114.41,1.539,108.68,64.71,1.567,113.22,314.05,1.4063,122.56,15.09,1.4406,126.48,180.99,1.3885,124.27,328.59,1.4983,125.83,180.84,1.4091,117.09,174.96,1.4143,122.11,175.78,1.477,120.18,176.8,1.4067,125.78,279.7,1.3926,115.86,178.55,1.4031,127.58,180.14,1.5118,108.88,191.98,1.5665,111.56,72.11,1.4769,111.74,201.58,1.5458,122.16,353.28,1.4944,126.68,354.42,1.0907,112.58,120.06,1.0875,106.88,234.96,1.0797,105.67,189.31,1.1295,107.0,312.52,1.0863,111.5,195.15,1.0908,108.73,72.3,1.1279,123.73,153.12,1.0885,117.32,345.88,1.0891,119.44,0.42,1.127,119.68,344.8,1.144,116.96,102.66,1.0798,122.76,355.88,1.0742,108.24,301.04,1.0777,108.53,182.65,1.1062,106.34,66.14,1.0845,114.56,297.56,1.0863,109.34,182.32,1.09,108.94,55.3,1.0952,104.62,50.52,1.0968,119.85,296.14,1.0912,113.27,170.18,1.1002,113.98,3.18,1.0886,111.28,240.51,1.0817,103.83,129.33,1.0869,103.5,0.76,1.0909,112.53,238.86,1.0797,114.18,125.85,1.1244,120.33,355.86,1.2766,121.53,176.06
-0.1626,1.6147,1.4869,111.31,1.542,107.27,65.88,1.5239,114.29,309.67,1.4165,123.26,17.77,1.4359,124.73,183.06,1.3844,126.54,320.46,1.4517,126.93,184.53,1.3838,121.14,179.2,1.3575,129.37,180.02,1.4553,122.92,177.32,1.4021,126.77,277.65,1.3958,115.67,179.71,1.4844,124.38,175.06,1.55,107.22,190.25,1.5683,107.23,72.22,1.5519,112.59,203.81,1.5395,122.87,357.48,1.4608,125.48,347.97,1.1056,102.59,123.75,1.0884,110.45,235.84,1.0835,117.46,185.51,1.0834,114.59,309.4,1.117,109.13,185.17,1.1009,107.01,73.05,1.096,113.12,150.1,1.0867,115.25,3.64,1.0827,110.4,355.64,1.1291,118.59,343.3,1.1213,109.46,105.04,1.0892,122.47,350.05,1.0978,99.67,304.89,1.0999,116.25,184.14,1.0856,107.31,58.25,1.0771,110.4,301.28,1.1079,113.52,179.14,1.0888,108.8,58.57,1.0911,103.87,41.21,1.0844,110.53,291.58,1.106,107.49,163.89,1.0882,113.83,5.38,1.082,109.93,241.37,1.0985,107.59,124.06,1.0763,113.23,9.84,1.0926,115.2,247.44,1.093,113.17,135.64,1.1374,125.69,353.25,1.2425,118.7,174.68
-0.1658,1.5191,1.5674,111.16,1.5203,109.09,61.63,1.5789,113.72,312.91,1.3626,122.82,17.31,1.4487,124.65,177.39,1.346,129.08,327.83,1.4612,129.15,179.75,1.4155,118.91,177.6,1.3971,123.07,180.79,1.4389,118.52,179.81,1.396,122.92,271.88,1.4074,116.44,181.74,1.469,127.19,178.49,1.53,104.38,193.18,1.5061,109.85,78.44,1.5243,111.07,200.58,1.5812,124.39,356.0,1.5098,127.93,355.3,1.088,112.92,115.5,1.0824,112.58,237.32,1.0984,105.1,184.32,1.095,116.84,298.35,1.0973,116.79,189.49,1.0971,107.27,78.01,1.093,111.27,148.43,1.0829,118.13,355.18,1.1006,112.68,0.1,1.1404,113.46,339.86,1.1106,120.44,101.74,1.081,122.93,358.83,1.1046,102.96,309.67,1.0794,116.16,188.34,1.0792,114.92,64.76,1.087,110.85,294.24,1.0974,120.63,165.92,1.1019,113.06,49.77,1.1004,104.0,49.89,1.0891,110.71,295.53,1.0819,121.99,173.44,1.0982,111.91,0.12,1.0828,110.13,242.55,1.0838,113.7,113.98,1.0744,109.31,4.56,1.0885,108.67,237.72,1.0845,114.57,127.09,1.1339,129.34,0.12,1.2791,120.23,177.38
-0.1642,1.5183,1.5841,110.92,1.5221,108.1,63.41,1.5447,113.77,312.65,1.3585,122.97,16.18,1.4726,125.29,179.58,1.3937,130.06,325.49,1.4367,130.91,173.48,1.3887,119.35,180.12,1.3729,124.6,186.54,1.4298,122.46,180.02,1.4032,127.67,276.82,1.388,121.75,178.5,1.408,127.43,176.17,1.5781,105.48,192.2,1.5422,110.45,75.34,1.564,110.13,204.72,1.5316,121.64,8.1,1.6067,122.34,349.4,1.1019,112.83,117.1,1.0825,115.56,234.18,1.0828,114.46,189.66,1.1037,101.11,310.54,1.0898,103.38,184.37,1.0974,112.03,75.42,1.1258,114.21,161.89,1.0964,120.48,358.11,1.0834,116.78,9.23,1.1097,117.59,352.81,1.1072,118.17,100.51,1.0955,112.21,346.47,1.0787,109.43,304.32,1.0776,108.3,181.74,1.08,112.98,61.95,1.0865,110.82,303.72,1.0816,114.9,173.4,1.0835,105.15,56.62,1.0914,107.25,38.54,1.0923,110.22,284.66,1.0897,111.25,171.93,1.0776,111.63,358.98,1.0914,112.34,229.42,1.0846,103.18,112.1,1.0802,112.17,9.08,1.1016,116.3,250.16,1.0907,108.36,133.85,1.1241,119.13,0.26,1.2528,120.25,176.72
-0.1679,1.5191,1.5643,111.35,1.526,108.27,62.52,1.5729,114.33,312.8,1.3781,122.35,17.92,1.4698,123.02,180.57,1.3452,127.37,320.92,1.471,126.68,183.24,1.4025,117.09,177.58,1.3933,124.65,180.19,1.4601,120.42,183.07,1.4365,123.97,267.05,1.3846,118.57,180.33,1.3882,124.82,183.53,1.5506,103.05,191.33,1.5553,110.47,75.76,1.5021,110.72,202.37,1.4951,124.16,359.98,1.5578,123.13,3.52,1.0895,114.18,124.47,1.0918,116.04,246.34,1.0807,108.68,183.21,1.0936,117.19,309.42,1.0919,112.63,189.93,1.1096,115.11,74.08,1.1087,115.84,150.48,1.0825,121.22,6.98,1.093,119.25,6.62,1.1532,119.25,341.87,1.1555,119.95,107.55,1.0847,114.41,7.11,1.0894,113.75,307.97,1.0794,108.54,181.49,1.0829,109.57,66.26,1.0857,113.99,288.52,1.1081,108.26,171.13,1.0778,113.51,53.71,1.0839,108.78,45.75,1.0984,106.48,287.0,1.0936,114.19,174.33,1.1161,110.85,5.34,1.1314,112.29,241.23,1.0813,109.69,126.91,1.1183,112.41,2.77,1.0813,110.0,240.35,1.096,112.19,118.81,1.1198,124.13,355.97,1.2863,117.65,180.23
-0.1607,1.5371,1.4985,113.45,1.5679,108.5,65.47,1.5034,114.33,312.15,1.4112,120.94,13.09,1.4849,124.48,180.69,1.4191,126.45,329.62,1.4169,126.05,180.96,1.4335,117.85,178.37,1.4047,125.01,178.66,1.4501,118.26,178.4,1.3801,124.16,269.5,1.4237,115.37,183.99,1.4621,123.75,185.2,1.5385,108.04,194.66,1.5288,110.58,74.19,1.4888,112.09,204.36,1.5188,125.63,353.97,1.5494,127.19,1.42,1.0896,104.77,124.83,1.0854,104.97,234.33,1.0816,108.24,186.79,1.0969,104.13,306.47,1.0904,106.5,184.43,1.1046,112.08,76.98,1.1231,120.13,162.03,1.085,114.39,357.53,1.0945,118.81,357.88,1.1277,123.67,341.03,1.1121,118.45,108.05,1.0925,123.33,359.2,1.0834,104.58,301.74,1.0797,110.82,184.52,1.079,113.35,62.56,1.1114,108.29,297.17,1.0913,108.62,182.51,1.0746,108.25,59.01,1.0846,113.81,47.73,1.0952,105.99,282.9,1.1011,112.4,171.15,1.0907,113.48,8.82,1.084,108.66,235.26,1.0998,108.01,124.32,1.0823,118.58,359.19,1.0889,110.81,227.79,1.0862,110.75,121.02,1.1361,121.98,349.28,1.2482,120.74,178.96
-0.1628,1.5197,1.5565,111.66,1.5306,107.87,63.47,1.5236,114.72,312.33,1.3861,123.38,19.05,1.4886,128.43,179.74,1.3507,124.7,325.17,1.4257,126.24,180.63,1.426,118.96,175.37,1.4416,124.99,179.55,1.4587,118.26,180.03,1.3767,125.88,271.54,1.4182,118.89,180.82,1.3907,126.32,176.21,1.5499,106.94,191.04,1.5702,111.34,75.24,1.5119,113.23,200.68,1.5001,124.31,358.29,1.5155,125.07,359.43,1.0851,114.23,122.96,1.111,110.87,238.44,1.0901,116.55,187.85,1.0936,111.55,297.57,1.0913,111.21,184.64,1.0963,110.36,72.26,1.096,116.09,147.67,1.083,123.55,2.6,1.0938,113.19,5.33,1.1126,118.38,352.4,1.1119,111.28,102.42,1.0812,118.45,1.96,1.0812,104.42,310.16,1.0762,115.87,176.59,1.0859,102.04,60.43,1.0841,108.14,285.79,1.0964,110.85,169.8,1.0811,106.37,47.4,1.1045,106.44,53.85,1.0962,119.55,283.29,1.0897,109.12,170.73,1.0739,113.42,356.09,1.0945,102.28,236.15,1.0925,106.92,125.88,1.08,110.44,359.44,1.0913,112.0,239.19,1.0816,112.25,118.55,1.1241,126.34,10.6,1.2848,116.71,179.19
-0.1655,1.5396,1.5217,111.82,1.4985,109.37,64.96,1.5655,114.4,309.77,1.3699,120.27,20.35,1.4614,122.8,179.77,1.3655,126.63,321.29,1.4809,128.9,179.52,1.3571,120.73,176.22,1.3841,127.13,179.97,1.4208,122.08,182.04,1.4453,127.26,275.91,1.3486,116.84,178.69,1.4556,123.92,179.62,1.5585,108.62,194.66,1.5369,113.17,73.52,1.4848,110.36,201.61,1.5534,122.42,2.4,1.5079,124.94,354.36,1.0902,110.98,116.71,1.0816,109.86,231.57,1.0849,104.0,181.67,1.0931,106.22,293.83,1.0872,106.52,187.69,1.092,107.05,69.88,1.1074,111.92,146.96,1.0921,118.67,9.05,1.0815,120.27,2.09,1.1223,124.48,354.06,1.1267,115.74,103.5,1.0865,118.7,358.34,1.0794,107.88,300.51,1.0786,115.55,181.29,1.1028,109.24,58.28,1.0785,108.73,295.86,1.0956,111.8,173.81,1.0881,113.63,53.89,1.0921,111.0,53.25,1.101,113.61,292.74,1.0952,106.02,179.05,1.083,108.53,355.48,1.0862,107.79,237.94,1.0797,115.01,115.62,1.0831,112.82,6.18,1.0782,113.18,246.05,1.0846,107.08,114.43,1.1318,123.98,356.25,1.2845,120.22,182.94
-0.1728,1.5103,1.5519,111.19,1.5415,108.59,63.22,1.5859,115.0,313.6,1.3637,118.94,16.01,1.4714,122.83,183.39,1.3946,126.6,323.34,1.4408,127.47,184.59,1.4012,118.05,177.05,1.424,125.59,177.51,1.4419,119.26,181.68,1.4573,122.08,270.37,1.4087,115.64,182.72,1.3839,125.85,178.34,1.5327,105.39,190.44,1.5264,110.31,76.59,1.5002,111.39,203.23,1.5228,125.28,352.59,1.5315,126.26,358.09,1.1005,108.77,120.41,1.0822,115.27,239.35,1.0927,114.08,194.0,1.0959,109.73,313.57,1.0847,112.75,193.87,1.0982,106.56,74.3,1.1104,117.5,141.2,1.1131,124.51,12.7,1.0998,122.04,355.14,1.1555,119.2,342.9,1.1568,115.37,119.76,1.0806,120.16,0.61,1.0799,111.54,307.27,1.0777,108.98,182.08,1.0812,104.82,70.25,1.0785,111.41,296.15,1.0964,108.33,169.34,1.0825,111.71,51.85,1.0998,108.78,46.15,1.0893,114.94,292.23,1.0791,110.51,169.88,1.1034,114.73,4.43,1.0834,111.57,238.71,1.1123,103.36,116.86,1.0924,115.22,7.03,1.0779,110.33,246.23,1.1058,101.35,126.93,1.1251,124.22,358.76,1.2398,121.99,175.92
-0.1642,1.5535,1.4774,112.5,1.528,109.77,62.91,1.5458,112.8,313.32,1.3692,122.92,14.43,1.4875,121.49,179.16,1.358,131.92,329.82,1.4275,129.08,180.91,1.4086,118.08,174.8,1.416,124.77,176.64,1.4564,120.02,178.91,1.3979,126.49,277.27,1.4036,116.93,180.73,1.4404,124.64,177.58,1.5616,106.55,195.23,1.5232,110.9,74.88,1.5728,108.4,202.56,1.5381,123.69,356.04,1.5534,125.39,357.61,1.0818,104.0,122.46,1.1057,106.64,244.13,1.0947,111.67,189.13,1.0874,109.8,301.35,1.0825,113.46,187.6,1.102,106.89,68.05,1.1297,110.65,152.48,1.0908,121.04,358.35,1.0943,116.75,8.22,1.1316,124.92,352.43,1.1093,115.5,107.7,1.081,116.5,350.89,1.093,111.26,305.0,1.0934,109.89,185.88,1.087,105.21,64.9,1.0889,110.67,291.37,1.0929,111.88,179.23,1.0962,117.94,49.7,1.0924,115.63,44.25,1.0919,104.75,289.6,1.1102,113.54,171.78,1.0834,106.09,352.53,1.0918,103.19,232.7,1.0903,113.74,122.88,1.0843,109.55,6.57,1.0788,105.84,243.06,1.0773,107.16,123.73,1.1242,122.45,357.31,1.2267,120.86,176.97
-0.1597,1.5769,1.5313,110.37,1.514,108.62,63.81,1.5518,114.47,313.15,1.3475,124.25,14.44,1.4174,124.47,181.89,1.3727,129.22,323.84,1.4389,129.02,185.37,1.4381,117.23,178.32,1.3935,123.48,177.44,1.464,121.51,177.47,1.4048,126.09,274.29,1.4074,117.81,177.9,1.4108,126.34,181.29,1.5792,105.06,192.22,1.5351,112.21,73.85,1.533,109.57,199.67,1.5142,126.56,352.55,1.5168,125.46,356.39,1.1021,111.61,120.73,1.092,111.47,228.23,1.0795,105.8,181.73,1.1161,104.79,299.74,1.0864,110.74,190.9,1.1002,103.4,78.01,1.1183,114.03,152.31,1.1183,112.19,354.06,1.0834,115.53,357.42,1.1146,119.65,351.32,1.1044,120.62,99.91,1.0833,121.41,3.17,1.1003,109.85,307.56,1.0806,116.01,182.74,1.0826,107.71,54.94,1.0959,114.48,297.08,1.1002,112.0,171.61,1.0879,113.2,59.87,1.0921,102.19,51.8,1.0885,116.1,293.53,1.0817,114.81,169.0,1.0819,106.94,3.03,1.0993,110.66,247.79,1.0792,114.58,119.73,1.1012,115.57,3.36,1.0886,117.41,240.21,1.0814,113.68,119.89,1.1226,119.78,358.65,1.2407,121.2,176.95
-0.1688,1.5108,1.584,110.6,1.5095,107.48,63.77,1.5648,114.51,310.79,1.3515,120.43,20.38,1.5043,122.03,179.49,1.331,128.42,323.62,1.4618,128.95,181.44,1.3803,117.05,178.08,1.4437,120.69,182.89,1.4773,118.72,178.87,1.4192,125.45,269.6,1.3576,118.51,181.88,1.4357,126.19,181.09,1.6004,105.55,194.25,1.5825,107.83,75.74,1.4994,110.67,201.6,1.5139,122.25,0.15,1.5441,123.79,355.76,1.0932,106.51,114.48,1.0805,108.53,233.96,1.1101,113.48,182.21,1.081,110.61,308.03,1.1156,107.11,194.98,1.0924,115.4,72.94,1.1051,108.01,135.74,1.0926,115.63,354.44,1.0858,115.51,351.49,1.1479,124.79,336.14,1.1632,112.94,102.18,1.0775,114.58,2.64,1.092,107.35,299.75,1.0774,114.66,182.45,1.0816,107.9,59.0,1.0788,118.29,289.19,1.1101,103.21,167.53,1.0849,107.15,60.37,1.0897,112.72,55.19,1.0898,112.06,289.57,1.0932,113.91,172.99,1.0788,113.79,356.01,1.0991,110.52,243.71,1.1072,121.81,125.75,1.0791,105.01,3.37,1.1056,111.01,242.82,1.0777,103.87,122.38,1.1355,122.18,3.66,1.2787,119.92,173.8
-0.1607,1.5424,1.5138,113.06,1.5277,105.75,65.55,1.545,115.03,311.62,1.3402,122.93,19.82,1.4826,125.14,183.58,1.3651,124.97,319.51,1.4439,126.36,183.78,1.4115,116.89,177.93,1.3642,124.87,180.05,1.4824,123.28,179.53,1.3904,125.66,273.49,1.4339,119.65,176.56,1.384,127.81,181.2,1.5499,107.23,192.93,1.5583,111.59,72.78,1.5063,110.86,203.7,1.4818,126.35,358.0,1.5133,123.57,357.44,1.1043,113.87,118.9,1.0865,108.18,239.1,1.083,115.95,185.57,1.0935,113.36,310.42,1.0875,106.56,187.58,1.1093,112.44,74.42,1.0996,118.48,145.82,1.0891,113.74,359.65,1.0861,115.28,0.23,1.1292,121.1,344.89,1.1038,113.98,94.0,1.0827,113.82,356.62,1.0773,111.74,302.02,1.0848,107.59,180.14,1.0928,111.18,65.88,1.0773,107.51,297.67,1.0856,111.57,180.85,1.0919,103.85,56.85,1.0885,115.03,46.14,1.1182,109.82,290.29,1.0749,114.98,170.52,1.1108,116.89,356.18,1.0882,107.56,240.91,1.0979,112.05,114.39,1.0992,117.3,353.33,1.0904,105.45,241.81,1.0796,112.5,124.55,1.1277,121.65,4.06,1.2565,119.98,180.6
-0.1621,1.5205,1.4967,112.26,1.4897,108.95,62.19,1.474,116.82,311.56,1.3929,120.69,19.53,1.4922,125.23,181.95,1.3804,124.23,322.24,1.4094,125.07,182.74,1.4515,119.09,175.75,1.3668,125.55,179.37,1.5029,120.89,181.95,1.4364,122.73,272.93,1.4202,115.28,177.89,1.4328,123.32,179.13,1.5665,107.65,194.23,1.5602,110.33,75.67,1.5377,114.18,202.24,1.4918,127.12,355.07,1.5152,124.68,356.46,1.0928,108.91,124.71,1.0937,110.53,227.22,1.1014,121.56,196.79,1.0939,111.05,303.08,1.104,118.83,191.66,1.1227,107.74,87.11,1.1064,123.93,141.42,1.0957,117.17,354.99,1.0853,118.05,1.09,1.1216,122.56,346.06,1.12,117.01,108.45,1.0831,119.09,5.93,1.0838,109.07,309.06,1.0774,110.31,185.06,1.097,107.34,72.19,1.0844,110.35,293.4,1.0837,115.25,177.14,1.0823,111.16,58.19,1.0941,111.17,40.93,1.1046,105.7,290.71,1.0872,106.13,170.77,1.094,112.06,356.56,1.0868,112.76,239.46,1.0881,114.01,118.48,1.0866,111.5,358.78,1.0841,107.89,235.42,1.0788,110.08,126.92,1.1321,118.01,1.54,1.2422,119.61,177.14
-0.1631,1.5436,1.5235,110.08,1.4822,108.15,63.81,1.5008,114.01,311.87,1.3625,126.68,16.1,1.4415,127.46,184.41,1.3649,126.33,322.3,1.4889,126.95,182.35,1.4177,117.94,175.97,1.3677,124.19,180.34,1.4702,118.92,182.56,1.377,124.52,270.03,1.3991,119.93,180.39,1.4519,126.17,178.35,1.5445,108.13,189.19,1.5915,109.19,74.08,1.5863,110.67,200.97,1.5178,124.51,358.94,1.6197,126.28,359.2,1.0897,98.7,115.04,1.0883,108.76,245.31,1.087,110.06,192.16,1.0876,107.92,299.73,1.0872,111.93,183.3,1.1074,114.2,72.67,1.1224,122.88,135.98,1.1292,117.66,350.98,1.0815,118.04,4.26,1.1201,122.76,347.67,1.1321,113.02,104.34,1.0922,112.73,13.1,1.0852,112.86,302.43,1.0818,111.66,186.91,1.0809,111.13,67.93,1.0861,112.23,301.11,1.0782,105.69,174.61,1.0964,111.3,57.36,1.1071,107.73,49.15,1.0957,111.47,289.57,1.0847,116.88,163.09,1.0885,112.1,357.15,1.0875,111.98,242.73,1.087,109.41,117.8,1.0873,111.66,7.77,1.0814,108.48,245.15,1.0897,112.66,132.37,1.1361,122.5,2.97,1.2496,118.94,180.0
-0.1657,1.5106,1.5784,111.74,1.5155,107.6,62.56,1.5512,114.43,311.09,1.3513,121.93,23.15,1.5344,126.11,179.02,1.3697,123.84,321.62,1.4398,124.29,182.09,1.3772,117.76,177.84,1.4033,126.35,176.93,1.4419,122.31,177.47,1.4246,127.5,275.95,1.3809,116.79,177.22,1.4873,121.95,177.61,1.55,104.75,193.97,1.5807,110.28,76.5,1.5076,111.9,200.87,1.4916,126.15,351.77,1.5317,124.18,358.22,1.1079,114.17,126.88,1.1074,108.46,239.66,1.0868,108.07,184.39,1.0854,112.89,301.57,1.0918,107.88,194.03,1.0963,111.7,76.75,1.0918,114.8,146.93,1.0881,120.92,353.45,1.0958,117.55,2.03,1.1185,118.78,347.68,1.1291,113.65,106.22,1.0822,119.92,356.76,1.0857,108.98,300.84,1.1045,115.57,187.67,1.0997,112.98,66.98,1.1097,119.68,296.0,1.08,112.86,173.31,1.0846,102.47,54.13,1.0936,108.88,50.78,1.0976,105.84,304.41,1.1291,117.96,175.1,1.0784,108.56,6.66,1.0861,114.76,236.53,1.088,111.26,120.7,1.0856,105.83,358.88,1.0927,115.27,244.55,1.096,110.09,121.13,1.1271,118.48,0.0,1.2849,117.78,179.36
-0.1632,1.5199,1.5549,110.79,1.5338,109.41,62.63,1.5306,113.41,314.1,1.3654,120.77,14.58,1.5042,121.27,180.64,1.3827,128.49,324.8,1.4908,125.84,179.96,1.4189,117.27,179.05,1.3639,126.47,180.75,1.4425,123.32,179.01,1.3662,126.45,274.12,1.382,118.07,175.83,1.5022,123.18,179.78,1.5314,106.27,194.75,1.553,109.8,76.36,1.5374,112.19,202.62,1.4694,125.66,1.22,1.566,125.78,356.03,1.0926,115.76,119.49,1.0808,113.04,239.32,1.0937,115.55,177.57,1.0878,117.7,299.98,1.0984,114.12,186.96,1.0993,110.26,70.4,1.1062,112.83,140.9,1.1074,112.27,359.67,1.0996,119.97,5.95,1.1242,116.39,346.15,1.1173,112.16,106.29,1.0985,120.98,2.96,1.1052,106.86,296.8,1.0891,118.22,183.63,1.0756,108.45,58.45,1.0813,106.25,292.69,1.1068,113.2,185.86,1.0955,113.1,59.96,1.0904,113.19,48.15,1.0937,116.4,286.7,1.08,107.81,169.23,1.0754,108.86,353.64,1.1261,108.01,239.01,1.083,115.37,125.2,1.0858,103.79,352.25,1.0908,107.68,239.33,1.0851,112.62,116.93,1.1267,126.19,1.07,1.2927,116.58,179.74
